image_path,image_R,image_G,image_B,image_S1,image_S2,image_S3,image_S4,image_S5,image_S6,image_S7,label,case
D:\Github\RGB-S\data\simulation_binary_1//images//00132,D:\Github\RGB-S\data\simulation_binary_1//images//00132_00_r.png,D:\Github\RGB-S\data\simulation_binary_1//images//00132_00_g.png,D:\Github\RGB-S\data\simulation_binary_1//images//00132_00_b.png,D:\Github\RGB-S\data\simulation_binary_1//images//00132_01.png,D:\Github\RGB-S\data\simulation_binary_1//images//00132_02.png,D:\Github\RGB-S\data\simulation_binary_1//images//00132_03.png,D:\Github\RGB-S\data\simulation_binary_1//images//00132_04.png,D:\Github\RGB-S\data\simulation_binary_1//images//00132_05.png,D:\Github\RGB-S\data\simulation_binary_1//images//00132_06.png,D:\Github\RGB-S\data\simulation_binary_1//images//00132_07.png,1,Train
D:\Github\RGB-S\data\simulation_binary_1//images//00133,D:\Github\RGB-S\data\simulation_binary_1//images//00133_00_r.png,D:\Github\RGB-S\data\simulation_binary_1//images//00133_00_g.png,D:\Github\RGB-S\data\simulation_binary_1//images//00133_00_b.png,D:\Github\RGB-S\data\simulation_binary_1//images//00133_01.png,D:\Github\RGB-S\data\simulation_binary_1//images//00133_02.png,D:\Github\RGB-S\data\simulation_binary_1//images//00133_03.png,D:\Github\RGB-S\data\simulation_binary_1//images//00133_04.png,D:\Github\RGB-S\data\simulation_binary_1//images//00133_05.png,D:\Github\RGB-S\data\simulation_binary_1//images//00133_06.png,D:\Github\RGB-S\data\simulation_binary_1//images//00133_07.png,0,Train
D:\Github\RGB-S\data\simulation_binary_1//images//00134,D:\Github\RGB-S\data\simulation_binary_1//images//00134_00_r.png,D:\Github\RGB-S\data\simulation_binary_1//images//00134_00_g.png,D:\Github\RGB-S\data\simulation_binary_1//images//00134_00_b.png,D:\Github\RGB-S\data\simulation_binary_1//images//00134_01.png,D:\Github\RGB-S\data\simulation_binary_1//images//00134_02.png,D:\Github\RGB-S\data\simulation_binary_1//images//00134_03.png,D:\Github\RGB-S\data\simulation_binary_1//images//00134_04.png,D:\Github\RGB-S\data\simulation_binary_1//images//00134_05.png,D:\Github\RGB-S\data\simulation_binary_1//images//00134_06.png,D:\Github\RGB-S\data\simulation_binary_1//images//00134_07.png,0,Train
D:\Github\RGB-S\data\simulation_binary_1//images//00135,D:\Github\RGB-S\data\simulation_binary_1//images//00135_00_r.png,D:\Github\RGB-S\data\simulation_binary_1//images//00135_00_g.png,D:\Github\RGB-S\data\simulation_binary_1//images//00135_00_b.png,D:\Github\RGB-S\data\simulation_binary_1//images//00135_01.png,D:\Github\RGB-S\data\simulation_binary_1//images//00135_02.png,D:\Github\RGB-S\data\simulation_binary_1//images//00135_03.png,D:\Github\RGB-S\data\simulation_binary_1//images//00135_04.png,D:\Github\RGB-S\data\simulation_binary_1//images//00135_05.png,D:\Github\RGB-S\data\simulation_binary_1//images//00135_06.png,D:\Github\RGB-S\data\simulation_binary_1//images//00135_07.png,0,Test
D:\Github\RGB-S\data\simulation_binary_1//images//00136,D:\Github\RGB-S\data\simulation_binary_1//images//00136_00_r.png,D:\Github\RGB-S\data\simulation_binary_1//images//00136_00_g.png,D:\Github\RGB-S\data\simulation_binary_1//images//00136_00_b.png,D:\Github\RGB-S\data\simulation_binary_1//images//00136_01.png,D:\Github\RGB-S\data\simulation_binary_1//images//00136_02.png,D:\Github\RGB-S\data\simulation_binary_1//images//00136_03.png,D:\Github\RGB-S\data\simulation_binary_1//images//00136_04.png,D:\Github\RGB-S\data\simulation_binary_1//images//00136_05.png,D:\Github\RGB-S\data\simulation_binary_1//images//00136_06.png,D:\Github\RGB-S\data\simulation_binary_1//images//00136_07.png,0,Train
D:\Github\RGB-S\data\simulation_binary_1//images//00137,D:\Github\RGB-S\data\simulation_binary_1//images//00137_00_r.png,D:\Github\RGB-S\data\simulation_binary_1//images//00137_00_g.png,D:\Github\RGB-S\data\simulation_binary_1//images//00137_00_b.png,D:\Github\RGB-S\data\simulation_binary_1//images//00137_01.png,D:\Github\RGB-S\data\simulation_binary_1//images//00137_02.png,D:\Github\RGB-S\data\simulation_binary_1//images//00137_03.png,D:\Github\RGB-S\data\simulation_binary_1//images//00137_04.png,D:\Github\RGB-S\data\simulation_binary_1//images//00137_05.png,D:\Github\RGB-S\data\simulation_binary_1//images//00137_06.png,D:\Github\RGB-S\data\simulation_binary_1//images//00137_07.png,1,Train
D:\Github\RGB-S\data\simulation_binary_1//images//00138,D:\Github\RGB-S\data\simulation_binary_1//images//00138_00_r.png,D:\Github\RGB-S\data\simulation_binary_1//images//00138_00_g.png,D:\Github\RGB-S\data\simulation_binary_1//images//00138_00_b.png,D:\Github\RGB-S\data\simulation_binary_1//images//00138_01.png,D:\Github\RGB-S\data\simulation_binary_1//images//00138_02.png,D:\Github\RGB-S\data\simulation_binary_1//images//00138_03.png,D:\Github\RGB-S\data\simulation_binary_1//images//00138_04.png,D:\Github\RGB-S\data\simulation_binary_1//images//00138_05.png,D:\Github\RGB-S\data\simulation_binary_1//images//00138_06.png,D:\Github\RGB-S\data\simulation_binary_1//images//00138_07.png,0,Train
D:\Github\RGB-S\data\simulation_binary_1//images//00139,D:\Github\RGB-S\data\simulation_binary_1//images//00139_00_r.png,D:\Github\RGB-S\data\simulation_binary_1//images//00139_00_g.png,D:\Github\RGB-S\data\simulation_binary_1//images//00139_00_b.png,D:\Github\RGB-S\data\simulation_binary_1//images//00139_01.png,D:\Github\RGB-S\data\simulation_binary_1//images//00139_02.png,D:\Github\RGB-S\data\simulation_binary_1//images//00139_03.png,D:\Github\RGB-S\data\simulation_binary_1//images//00139_04.png,D:\Github\RGB-S\data\simulation_binary_1//images//00139_05.png,D:\Github\RGB-S\data\simulation_binary_1//images//00139_06.png,D:\Github\RGB-S\data\simulation_binary_1//images//00139_07.png,1,Train
D:\Github\RGB-S\data\simulation_binary_1//images//00140,D:\Github\RGB-S\data\simulation_binary_1//images//00140_00_r.png,D:\Github\RGB-S\data\simulation_binary_1//images//00140_00_g.png,D:\Github\RGB-S\data\simulation_binary_1//images//00140_00_b.png,D:\Github\RGB-S\data\simulation_binary_1//images//00140_01.png,D:\Github\RGB-S\data\simulation_binary_1//images//00140_02.png,D:\Github\RGB-S\data\simulation_binary_1//images//00140_03.png,D:\Github\RGB-S\data\simulation_binary_1//images//00140_04.png,D:\Github\RGB-S\data\simulation_binary_1//images//00140_05.png,D:\Github\RGB-S\data\simulation_binary_1//images//00140_06.png,D:\Github\RGB-S\data\simulation_binary_1//images//00140_07.png,0,Validation
D:\Github\RGB-S\data\simulation_binary_1//images//00141,D:\Github\RGB-S\data\simulation_binary_1//images//00141_00_r.png,D:\Github\RGB-S\data\simulation_binary_1//images//00141_00_g.png,D:\Github\RGB-S\data\simulation_binary_1//images//00141_00_b.png,D:\Github\RGB-S\data\simulation_binary_1//images//00141_01.png,D:\Github\RGB-S\data\simulation_binary_1//images//00141_02.png,D:\Github\RGB-S\data\simulation_binary_1//images//00141_03.png,D:\Github\RGB-S\data\simulation_binary_1//images//00141_04.png,D:\Github\RGB-S\data\simulation_binary_1//images//00141_05.png,D:\Github\RGB-S\data\simulation_binary_1//images//00141_06.png,D:\Github\RGB-S\data\simulation_binary_1//images//00141_07.png,0,Train
D:\Github\RGB-S\data\simulation_binary_1//images//00142,D:\Github\RGB-S\data\simulation_binary_1//images//00142_00_r.png,D:\Github\RGB-S\data\simulation_binary_1//images//00142_00_g.png,D:\Github\RGB-S\data\simulation_binary_1//images//00142_00_b.png,D:\Github\RGB-S\data\simulation_binary_1//images//00142_01.png,D:\Github\RGB-S\data\simulation_binary_1//images//00142_02.png,D:\Github\RGB-S\data\simulation_binary_1//images//00142_03.png,D:\Github\RGB-S\data\simulation_binary_1//images//00142_04.png,D:\Github\RGB-S\data\simulation_binary_1//images//00142_05.png,D:\Github\RGB-S\data\simulation_binary_1//images//00142_06.png,D:\Github\RGB-S\data\simulation_binary_1//images//00142_07.png,1,Train
D:\Github\RGB-S\data\simulation_binary_1//images//00143,D:\Github\RGB-S\data\simulation_binary_1//images//00143_00_r.png,D:\Github\RGB-S\data\simulation_binary_1//images//00143_00_g.png,D:\Github\RGB-S\data\simulation_binary_1//images//00143_00_b.png,D:\Github\RGB-S\data\simulation_binary_1//images//00143_01.png,D:\Github\RGB-S\data\simulation_binary_1//images//00143_02.png,D:\Github\RGB-S\data\simulation_binary_1//images//00143_03.png,D:\Github\RGB-S\data\simulation_binary_1//images//00143_04.png,D:\Github\RGB-S\data\simulation_binary_1//images//00143_05.png,D:\Github\RGB-S\data\simulation_binary_1//images//00143_06.png,D:\Github\RGB-S\data\simulation_binary_1//images//00143_07.png,0,Test
D:\Github\RGB-S\data\simulation_binary_1//images//00144,D:\Github\RGB-S\data\simulation_binary_1//images//00144_00_r.png,D:\Github\RGB-S\data\simulation_binary_1//images//00144_00_g.png,D:\Github\RGB-S\data\simulation_binary_1//images//00144_00_b.png,D:\Github\RGB-S\data\simulation_binary_1//images//00144_01.png,D:\Github\RGB-S\data\simulation_binary_1//images//00144_02.png,D:\Github\RGB-S\data\simulation_binary_1//images//00144_03.png,D:\Github\RGB-S\data\simulation_binary_1//images//00144_04.png,D:\Github\RGB-S\data\simulation_binary_1//images//00144_05.png,D:\Github\RGB-S\data\simulation_binary_1//images//00144_06.png,D:\Github\RGB-S\data\simulation_binary_1//images//00144_07.png,1,Train
D:\Github\RGB-S\data\simulation_binary_1//images//00145,D:\Github\RGB-S\data\simulation_binary_1//images//00145_00_r.png,D:\Github\RGB-S\data\simulation_binary_1//images//00145_00_g.png,D:\Github\RGB-S\data\simulation_binary_1//images//00145_00_b.png,D:\Github\RGB-S\data\simulation_binary_1//images//00145_01.png,D:\Github\RGB-S\data\simulation_binary_1//images//00145_02.png,D:\Github\RGB-S\data\simulation_binary_1//images//00145_03.png,D:\Github\RGB-S\data\simulation_binary_1//images//00145_04.png,D:\Github\RGB-S\data\simulation_binary_1//images//00145_05.png,D:\Github\RGB-S\data\simulation_binary_1//images//00145_06.png,D:\Github\RGB-S\data\simulation_binary_1//images//00145_07.png,0,Train
D:\Github\RGB-S\data\simulation_binary_1//images//00146,D:\Github\RGB-S\data\simulation_binary_1//images//00146_00_r.png,D:\Github\RGB-S\data\simulation_binary_1//images//00146_00_g.png,D:\Github\RGB-S\data\simulation_binary_1//images//00146_00_b.png,D:\Github\RGB-S\data\simulation_binary_1//images//00146_01.png,D:\Github\RGB-S\data\simulation_binary_1//images//00146_02.png,D:\Github\RGB-S\data\simulation_binary_1//images//00146_03.png,D:\Github\RGB-S\data\simulation_binary_1//images//00146_04.png,D:\Github\RGB-S\data\simulation_binary_1//images//00146_05.png,D:\Github\RGB-S\data\simulation_binary_1//images//00146_06.png,D:\Github\RGB-S\data\simulation_binary_1//images//00146_07.png,1,Test
D:\Github\RGB-S\data\simulation_binary_1//images//00147,D:\Github\RGB-S\data\simulation_binary_1//images//00147_00_r.png,D:\Github\RGB-S\data\simulation_binary_1//images//00147_00_g.png,D:\Github\RGB-S\data\simulation_binary_1//images//00147_00_b.png,D:\Github\RGB-S\data\simulation_binary_1//images//00147_01.png,D:\Github\RGB-S\data\simulation_binary_1//images//00147_02.png,D:\Github\RGB-S\data\simulation_binary_1//images//00147_03.png,D:\Github\RGB-S\data\simulation_binary_1//images//00147_04.png,D:\Github\RGB-S\data\simulation_binary_1//images//00147_05.png,D:\Github\RGB-S\data\simulation_binary_1//images//00147_06.png,D:\Github\RGB-S\data\simulation_binary_1//images//00147_07.png,1,Train
D:\Github\RGB-S\data\simulation_binary_1//images//00148,D:\Github\RGB-S\data\simulation_binary_1//images//00148_00_r.png,D:\Github\RGB-S\data\simulation_binary_1//images//00148_00_g.png,D:\Github\RGB-S\data\simulation_binary_1//images//00148_00_b.png,D:\Github\RGB-S\data\simulation_binary_1//images//00148_01.png,D:\Github\RGB-S\data\simulation_binary_1//images//00148_02.png,D:\Github\RGB-S\data\simulation_binary_1//images//00148_03.png,D:\Github\RGB-S\data\simulation_binary_1//images//00148_04.png,D:\Github\RGB-S\data\simulation_binary_1//images//00148_05.png,D:\Github\RGB-S\data\simulation_binary_1//images//00148_06.png,D:\Github\RGB-S\data\simulation_binary_1//images//00148_07.png,1,Validation
D:\Github\RGB-S\data\simulation_binary_1//images//00149,D:\Github\RGB-S\data\simulation_binary_1//images//00149_00_r.png,D:\Github\RGB-S\data\simulation_binary_1//images//00149_00_g.png,D:\Github\RGB-S\data\simulation_binary_1//images//00149_00_b.png,D:\Github\RGB-S\data\simulation_binary_1//images//00149_01.png,D:\Github\RGB-S\data\simulation_binary_1//images//00149_02.png,D:\Github\RGB-S\data\simulation_binary_1//images//00149_03.png,D:\Github\RGB-S\data\simulation_binary_1//images//00149_04.png,D:\Github\RGB-S\data\simulation_binary_1//images//00149_05.png,D:\Github\RGB-S\data\simulation_binary_1//images//00149_06.png,D:\Github\RGB-S\data\simulation_binary_1//images//00149_07.png,1,Train
D:\Github\RGB-S\data\simulation_binary_1//images//00150,D:\Github\RGB-S\data\simulation_binary_1//images//00150_00_r.png,D:\Github\RGB-S\data\simulation_binary_1//images//00150_00_g.png,D:\Github\RGB-S\data\simulation_binary_1//images//00150_00_b.png,D:\Github\RGB-S\data\simulation_binary_1//images//00150_01.png,D:\Github\RGB-S\data\simulation_binary_1//images//00150_02.png,D:\Github\RGB-S\data\simulation_binary_1//images//00150_03.png,D:\Github\RGB-S\data\simulation_binary_1//images//00150_04.png,D:\Github\RGB-S\data\simulation_binary_1//images//00150_05.png,D:\Github\RGB-S\data\simulation_binary_1//images//00150_06.png,D:\Github\RGB-S\data\simulation_binary_1//images//00150_07.png,0,Train
D:\Github\RGB-S\data\simulation_binary_1//images//00151,D:\Github\RGB-S\data\simulation_binary_1//images//00151_00_r.png,D:\Github\RGB-S\data\simulation_binary_1//images//00151_00_g.png,D:\Github\RGB-S\data\simulation_binary_1//images//00151_00_b.png,D:\Github\RGB-S\data\simulation_binary_1//images//00151_01.png,D:\Github\RGB-S\data\simulation_binary_1//images//00151_02.png,D:\Github\RGB-S\data\simulation_binary_1//images//00151_03.png,D:\Github\RGB-S\data\simulation_binary_1//images//00151_04.png,D:\Github\RGB-S\data\simulation_binary_1//images//00151_05.png,D:\Github\RGB-S\data\simulation_binary_1//images//00151_06.png,D:\Github\RGB-S\data\simulation_binary_1//images//00151_07.png,0,Train
D:\Github\RGB-S\data\simulation_binary_1//images//00152,D:\Github\RGB-S\data\simulation_binary_1//images//00152_00_r.png,D:\Github\RGB-S\data\simulation_binary_1//images//00152_00_g.png,D:\Github\RGB-S\data\simulation_binary_1//images//00152_00_b.png,D:\Github\RGB-S\data\simulation_binary_1//images//00152_01.png,D:\Github\RGB-S\data\simulation_binary_1//images//00152_02.png,D:\Github\RGB-S\data\simulation_binary_1//images//00152_03.png,D:\Github\RGB-S\data\simulation_binary_1//images//00152_04.png,D:\Github\RGB-S\data\simulation_binary_1//images//00152_05.png,D:\Github\RGB-S\data\simulation_binary_1//images//00152_06.png,D:\Github\RGB-S\data\simulation_binary_1//images//00152_07.png,0,Train
D:\Github\RGB-S\data\simulation_binary_1//images//00153,D:\Github\RGB-S\data\simulation_binary_1//images//00153_00_r.png,D:\Github\RGB-S\data\simulation_binary_1//images//00153_00_g.png,D:\Github\RGB-S\data\simulation_binary_1//images//00153_00_b.png,D:\Github\RGB-S\data\simulation_binary_1//images//00153_01.png,D:\Github\RGB-S\data\simulation_binary_1//images//00153_02.png,D:\Github\RGB-S\data\simulation_binary_1//images//00153_03.png,D:\Github\RGB-S\data\simulation_binary_1//images//00153_04.png,D:\Github\RGB-S\data\simulation_binary_1//images//00153_05.png,D:\Github\RGB-S\data\simulation_binary_1//images//00153_06.png,D:\Github\RGB-S\data\simulation_binary_1//images//00153_07.png,0,Train
D:\Github\RGB-S\data\simulation_binary_1//images//00154,D:\Github\RGB-S\data\simulation_binary_1//images//00154_00_r.png,D:\Github\RGB-S\data\simulation_binary_1//images//00154_00_g.png,D:\Github\RGB-S\data\simulation_binary_1//images//00154_00_b.png,D:\Github\RGB-S\data\simulation_binary_1//images//00154_01.png,D:\Github\RGB-S\data\simulation_binary_1//images//00154_02.png,D:\Github\RGB-S\data\simulation_binary_1//images//00154_03.png,D:\Github\RGB-S\data\simulation_binary_1//images//00154_04.png,D:\Github\RGB-S\data\simulation_binary_1//images//00154_05.png,D:\Github\RGB-S\data\simulation_binary_1//images//00154_06.png,D:\Github\RGB-S\data\simulation_binary_1//images//00154_07.png,1,Train
D:\Github\RGB-S\data\simulation_binary_1//images//00155,D:\Github\RGB-S\data\simulation_binary_1//images//00155_00_r.png,D:\Github\RGB-S\data\simulation_binary_1//images//00155_00_g.png,D:\Github\RGB-S\data\simulation_binary_1//images//00155_00_b.png,D:\Github\RGB-S\data\simulation_binary_1//images//00155_01.png,D:\Github\RGB-S\data\simulation_binary_1//images//00155_02.png,D:\Github\RGB-S\data\simulation_binary_1//images//00155_03.png,D:\Github\RGB-S\data\simulation_binary_1//images//00155_04.png,D:\Github\RGB-S\data\simulation_binary_1//images//00155_05.png,D:\Github\RGB-S\data\simulation_binary_1//images//00155_06.png,D:\Github\RGB-S\data\simulation_binary_1//images//00155_07.png,0,Train
D:\Github\RGB-S\data\simulation_binary_1//images//00156,D:\Github\RGB-S\data\simulation_binary_1//images//00156_00_r.png,D:\Github\RGB-S\data\simulation_binary_1//images//00156_00_g.png,D:\Github\RGB-S\data\simulation_binary_1//images//00156_00_b.png,D:\Github\RGB-S\data\simulation_binary_1//images//00156_01.png,D:\Github\RGB-S\data\simulation_binary_1//images//00156_02.png,D:\Github\RGB-S\data\simulation_binary_1//images//00156_03.png,D:\Github\RGB-S\data\simulation_binary_1//images//00156_04.png,D:\Github\RGB-S\data\simulation_binary_1//images//00156_05.png,D:\Github\RGB-S\data\simulation_binary_1//images//00156_06.png,D:\Github\RGB-S\data\simulation_binary_1//images//00156_07.png,0,Train
D:\Github\RGB-S\data\simulation_binary_1//images//00157,D:\Github\RGB-S\data\simulation_binary_1//images//00157_00_r.png,D:\Github\RGB-S\data\simulation_binary_1//images//00157_00_g.png,D:\Github\RGB-S\data\simulation_binary_1//images//00157_00_b.png,D:\Github\RGB-S\data\simulation_binary_1//images//00157_01.png,D:\Github\RGB-S\data\simulation_binary_1//images//00157_02.png,D:\Github\RGB-S\data\simulation_binary_1//images//00157_03.png,D:\Github\RGB-S\data\simulation_binary_1//images//00157_04.png,D:\Github\RGB-S\data\simulation_binary_1//images//00157_05.png,D:\Github\RGB-S\data\simulation_binary_1//images//00157_06.png,D:\Github\RGB-S\data\simulation_binary_1//images//00157_07.png,1,Train
D:\Github\RGB-S\data\simulation_binary_1//images//00158,D:\Github\RGB-S\data\simulation_binary_1//images//00158_00_r.png,D:\Github\RGB-S\data\simulation_binary_1//images//00158_00_g.png,D:\Github\RGB-S\data\simulation_binary_1//images//00158_00_b.png,D:\Github\RGB-S\data\simulation_binary_1//images//00158_01.png,D:\Github\RGB-S\data\simulation_binary_1//images//00158_02.png,D:\Github\RGB-S\data\simulation_binary_1//images//00158_03.png,D:\Github\RGB-S\data\simulation_binary_1//images//00158_04.png,D:\Github\RGB-S\data\simulation_binary_1//images//00158_05.png,D:\Github\RGB-S\data\simulation_binary_1//images//00158_06.png,D:\Github\RGB-S\data\simulation_binary_1//images//00158_07.png,1,Validation
